edge_id:int,source_id:int,target_id:int,label_id:int
988,0,8248,2
989,0,6307,3
990,0,8084,2
991,0,6722,2
992,0,8168,2
993,0,6868,2
994,0,8995,2
995,0,8877,2
996,0,4773,2
997,0,6201,2
998,0,5188,2
999,0,5915,2
1000,0,8010,2
1001,0,9982,16
1002,0,5845,2
1003,0,4155,2
1004,0,6158,2
1005,0,4178,3
1006,0,7085,2
1007,0,6202,2
1008,0,9090,2
1009,0,5446,2
1010,0,9137,2
1011,0,6803,2
1012,0,4990,2
1013,0,7625,2
1014,0,7294,3
1015,0,7857,2
1016,0,8109,2
1017,0,6864,2
1018,0,9963,7
1019,0,4022,2
1020,0,7005,2
1021,0,9721,3
1022,0,3971,2
1023,0,6206,2
1024,0,4024,2
1025,0,6175,2
1026,0,6001,2
1027,0,7120,2
1028,0,4454,2
1029,0,5289,3
1030,0,6006,2
1031,0,19444,7
1032,0,17992,16
1033,0,4263,2
1034,0,4020,2
1035,0,4169,2
1036,0,4451,2
1037,0,11102,16
1038,0,8385,2
1039,0,6564,2
1040,0,5153,2
1041,0,3950,2
1042,0,7952,2
1043,0,18277,7
1044,0,4304,2
1045,0,7798,2
1046,0,6122,2
1047,0,5844,2
1048,0,8751,2
1049,0,9319,2
1050,0,3969,2
1051,0,3860,2
1052,0,5493,2
1053,0,4916,2
1054,0,7553,2
1055,0,5465,2
1056,0,6571,2
1057,0,9348,2
1058,0,7940,2
1059,0,8914,3
1060,0,9099,2
1061,0,5938,2
1062,0,5467,2
1063,0,9691,2
1064,0,7808,2
1065,0,7323,3
1066,0,5685,2
1067,0,8267,2
1068,0,11611,7
1069,0,8747,2
1070,0,7668,2
1071,0,6073,2
1072,0,9034,2
1073,0,6009,2
1074,0,8771,2
1075,0,8774,2
1076,0,5006,2
1077,0,6167,2
1078,0,7076,2
1079,0,14466,16
1080,0,9403,2
1081,0,9382,2
1082,0,7559,2
1083,0,9448,3
1084,0,7590,2
1085,0,7828,2
1086,0,8352,2
1087,0,6706,2
1088,0,12255,7
1089,0,4965,2
1090,0,14978,7
1091,0,9159,2
1092,0,19144,7
1093,0,12152,7
1094,0,5390,3
1095,0,15307,7
1096,0,19289,7
1097,0,11854,7
1098,0,16135,7
1099,0,5010,2
1100,0,4914,2
1101,0,18925,7
1102,0,7585,2
1103,0,8763,2
1104,0,11766,16
1105,0,12710,16
1106,0,3880,2
1107,0,5751,2
1108,0,4453,2
1109,0,7926,2
1110,0,5304,3
1111,0,6181,2
1112,0,7823,2
1113,0,8720,2
1114,0,9227,2
1115,0,7855,2
1116,0,3970,2
1117,0,8986,2
1118,0,8156,2
1119,0,7326,2
1120,0,4984,3
1121,0,8269,2
1122,0,7623,2
1123,0,6600,2
1124,0,8779,2
1125,0,5664,2
1126,0,6302,2
1127,0,9621,3
1128,0,6011,2
1129,0,4931,2
1130,0,5295,2
1131,0,8015,2
1132,0,8150,2
1133,0,9066,3
1134,0,8800,2
1135,0,7686,2
1136,0,10285,7
1137,0,9344,2
1138,0,8790,2
1139,0,5314,2
1140,0,4145,2
1141,0,5956,2
1142,0,8256,2
1143,0,5156,2
1144,0,6553,3
1145,0,3935,2
1146,0,5984,2
1147,0,7095,2
1148,0,4331,2
1149,0,7582,2
1150,0,8300,2
1151,0,4947,2
1152,0,8982,2
1153,0,4475,2
1154,0,5054,2
1155,0,4476,2
1156,0,7094,2
1157,0,4478,2
1158,0,4342,2
1159,0,5447,2
1160,0,8590,2
1161,0,5180,2
1162,0,7006,2
1163,0,3975,2
1164,0,13971,7
1165,0,5870,2
1166,0,8762,2
1167,0,4998,2
1168,0,7217,2
1169,0,4972,2
1170,0,14093,7
1171,0,5449,2
1172,0,9242,2
1173,0,4930,2
1174,0,9548,3
1175,0,8136,2
1176,0,5803,2
1177,0,5541,2
1178,0,9102,2
1179,0,7015,2
1180,0,8739,2
1181,0,4763,2
1182,0,20394,16
1183,0,8845,2
1184,0,17724,16
1185,0,20166,7
1186,0,4617,2
1187,0,7978,2
1188,0,4221,2
1189,0,9716,2
1190,0,20879,16
1191,0,4220,2
1192,0,9422,2
1193,0,6113,2
1194,0,6896,2
1195,0,5936,2
1196,0,17972,16
1197,0,8557,2
1198,0,8724,3
1199,0,8422,2
1200,0,8164,2
1201,0,7188,2
1202,0,8966,2
1203,0,4188,3
1204,0,8969,2
1205,0,7861,2
1206,0,7193,2
1207,0,6061,2
1208,0,7898,2
1209,0,14991,7
1210,0,7066,2
1211,0,8715,2
1212,0,3717,2
1213,0,7839,2
1214,0,8603,2
1215,0,5296,2
1216,0,16368,7
1217,0,9449,2
1218,0,9686,2
1219,0,5008,2
1220,0,8078,2
1221,0,6098,2
1222,0,9168,2
1223,0,7683,2
1224,0,5463,2
1225,0,4149,2
1226,0,6619,2
1227,0,5712,2
1228,0,4484,2
1229,0,4933,2
1230,0,6877,2
1231,0,5152,2
1232,0,15555,16
1233,0,12942,16
1234,0,6970,3
1235,0,16937,7
1236,0,17798,7
1237,0,12416,16
1238,0,6840,2
1239,0,5162,2
1240,0,7932,2
1241,0,5284,2
1242,0,3936,2
1243,0,5952,2
1244,0,5222,2
1245,0,4416,2
1246,0,7834,2
1247,0,8778,2
1248,0,7064,2
1249,0,7478,2
1250,0,3929,2
1251,0,7539,2
1252,0,6058,2
1253,0,4265,2
1254,0,7410,2
1255,0,6822,2
1256,0,6680,2
1257,0,3930,2
1258,0,8152,2
1259,0,4996,2
1260,0,6644,3
1261,0,5949,2
1262,0,9441,2
1263,0,9228,2
1264,0,4720,2
1265,0,20102,16
1266,0,5954,2
1267,0,9707,2
1268,0,5959,2
1269,0,5200,2
1270,0,6041,2
1271,0,9387,2
1272,0,7547,2
1273,0,6660,3
1274,0,9109,2
1275,0,4979,2
1276,0,9381,2
1277,0,9169,2
1278,0,8961,2
1279,0,8265,2
1280,0,6043,2
1281,0,9225,2
1282,0,6018,2
1283,0,6039,2
1284,0,10619,16
1285,0,8746,2
1286,0,3947,2
1287,0,6823,2
1288,0,5651,2
1289,0,6310,2
1290,0,6186,2
1291,0,9670,2
1292,0,9135,2
1293,0,6014,2
1294,0,9359,2
1295,0,7332,3
1296,0,7074,2
1297,0,8390,2
1298,0,6045,2
1299,0,6647,2
1300,0,5003,2
1301,0,5657,2
1302,0,7393,3
1303,0,3707,2
1304,0,8008,2
1305,0,9482,2
1306,0,6565,2
1307,0,6882,2
1308,0,9400,2
1309,0,6092,2
1310,0,8880,2
1311,0,5458,2
1312,0,6100,2
1313,0,4150,2
1314,0,6880,2
1315,0,9005,2
1316,0,5127,2
1317,0,6309,2
1318,0,7558,2
1319,0,7353,3
1320,0,8091,2
1321,0,6047,2
1322,0,5568,2
1323,0,4982,2
1324,0,8989,2
1325,0,7493,3
1326,0,9058,2
1327,0,5686,2
1328,0,6008,2
1329,0,5594,3
1330,0,6270,2
1331,0,7465,3
1332,0,9057,2
1333,0,4306,2
1334,0,8770,2
1335,0,4795,2
1336,0,8371,2
1337,0,16714,16
1338,0,4902,2
1339,0,8769,2
1340,0,7445,2
1341,0,9682,2
1342,0,8174,2
1343,0,7409,2
1344,0,9151,2
1345,0,7467,3
1346,0,5584,3
1347,0,19784,16
1348,0,4971,2
1349,0,17690,4
1350,0,7118,2
1351,0,8802,2
1352,0,16028,16
1353,0,4017,2
1354,0,7305,2
1355,0,9585,2
1356,0,8791,2
1357,0,4609,2
1358,0,9444,2
1359,0,6295,2
1360,0,9445,2
1361,0,4415,2
1362,0,5958,2
1363,0,6097,3
1364,0,6683,2
1365,0,8792,2
1366,0,7681,2
1367,0,6677,2
1368,0,7116,2
1369,0,9464,2
1370,0,7502,3
1371,0,7498,3
1372,0,7325,2
1373,0,17347,16
1374,0,4994,2
1375,0,4116,3
1376,0,8093,2
1377,0,4014,2
1378,0,6346,2
1379,0,6036,2
1380,0,7734,2
1381,0,9262,2
1382,0,9355,2
1383,0,9240,3
1384,0,6037,2
1385,0,5689,3
1386,0,7730,2
1387,0,5473,2
1388,0,8795,2
1389,0,9380,2
1390,0,4969,2
1391,0,7939,2
1392,0,5715,2
1393,0,7933,2
1394,0,5154,2
1395,0,9100,2
1396,0,4978,2
1397,0,5744,2
1398,0,5485,2
1399,0,6028,2
1400,0,6679,2
1401,0,7812,2
1402,0,9611,2
1403,0,20005,7
1404,0,7440,2
1405,0,3932,2
1406,0,7438,2
1407,0,5385,2
1408,0,6183,2
1409,0,8419,2
1410,0,9134,3
1411,0,6081,2
1412,0,5589,2
1413,0,8775,2
1414,0,5964,2
1415,0,6177,2
1416,0,4448,2
1417,0,8782,2
1418,0,6029,2
1419,0,6022,2
1420,0,9385,2
1421,0,5652,2
1422,0,5942,2
1423,0,7398,2
1424,0,8641,2
1425,0,12952,16
1426,0,13274,16
1427,0,6179,2
1428,0,4407,2
1429,0,8391,2
1430,0,7614,2
1431,0,8032,2
1432,0,9182,3
1433,0,4278,2
1434,0,4167,2
1435,0,9031,3
1436,0,8017,2
1437,0,19691,7
1438,0,7009,2
1439,0,12105,16
1440,0,19564,16
1441,0,16584,16
1442,0,9455,2
1443,0,5137,2
1444,0,6851,2
1445,0,3722,2
1446,0,9201,3
1447,0,4555,2
1448,0,5633,2
1449,0,8433,2
1450,0,8086,2
1451,0,20716,16
1452,0,4023,2
1453,0,16525,7
1454,0,7399,2
1455,0,19838,16
1456,0,9352,2
1457,0,7795,2
1458,0,4624,2
1459,0,6484,3
1460,0,4549,2
1461,0,4909,2
1462,0,17605,16
1463,0,8575,2
1464,0,17656,16
1465,0,9216,2
1466,0,7516,2
1467,0,16231,16
1468,0,5648,2
1469,0,7540,2
1470,0,7501,2
1471,0,4521,2
1472,0,9625,2
1473,0,4689,2
1474,0,9028,2
1475,0,7510,2
1476,0,7755,2
1477,0,10489,16
1478,0,6662,2
1479,0,9460,2
1480,0,15866,16
1481,0,8539,2
1482,0,20015,16
1483,0,7929,2
1484,0,5725,2
1485,0,21080,16
1486,0,8473,2
1487,0,4156,2
1488,0,3871,2
1489,0,4949,3
1490,0,8205,2
1491,0,6543,2
1492,0,8049,2
1493,0,6530,2
1494,0,8653,2
