user,item,label
3713,468,0
3713,226,1
3713,438,1
3713,18,1
3713,481,1
3713,480,1
3713,504,1
3713,435,1
3713,440,0
3713,463,1
3713,447,1
3713,365,1
3713,339,1
3713,280,1
3713,417,1
3713,122,1
3713,36,1
3713,453,1
3713,475,1
3713,292,1
3713,454,1
3713,150,1
3713,472,1
3713,445,1
3713,492,0
3713,166,1
3713,244,1
3713,132,1
3713,451,0
3713,116,1
3713,235,1
3713,464,1
3713,337,1
3713,494,0
3713,469,1
3713,221,1
3713,113,1
3713,458,1
3713,442,1
3713,478,1
3713,40,1
3713,91,1
3713,93,1
3713,491,1
3713,348,1
3713,512,1
3713,383,1
3713,85,1
3714,48,1
3714,525,1
3714,521,1
3714,514,1
3714,527,1
3714,3,1
3714,150,1
3714,167,1
3714,246,1
3714,532,1
3714,518,1
3714,546,1
3714,280,1
3714,545,1
3714,396,1
3714,504,1
3714,550,1
3714,29,1
3714,470,1
3714,322,1
3714,326,1
3714,517,1
3714,259,1
3714,387,1
3714,537,1
3714,267,1
3714,40,1
3714,328,1
3714,524,1
3714,515,1
3714,536,1
3714,242,1
3714,128,1
3714,412,1
3714,430,0
3714,4,1
3714,315,1
3714,535,1
3714,23,1
3714,164,1
3714,523,1
3714,64,1
3714,538,1
3714,104,1
3714,93,1
3714,519,1
3714,125,1
3714,547,1
3714,256,1
3714,288,1
3714,272,1
3714,544,1
3714,113,1
3714,542,1
3714,123,1
3714,548,1
3714,541,1
3714,38,1
3714,264,1
3714,540,1
3714,226,1
3714,437,1
3714,85,1
3714,153,1
3714,520,1
3714,353,1
3714,21,1
3714,59,1
3714,533,1
3714,316,1
3714,51,1
3714,529,1
3714,539,1
3714,526,1
3714,43,1
3714,439,1
3714,132,1
3714,505,1
3714,438,1
3714,290,1
3714,530,1
3714,116,1
3714,276,1
3714,434,1
3714,534,1
3715,528,1
3715,566,1
3715,728,1
3715,713,1
3715,683,1
3715,732,1
3715,686,1
3715,690,1
3715,783,1
3715,742,1
3715,134,1
3715,651,1
3715,605,1
3715,747,1
3715,593,1
3715,98,1
3715,211,1
3715,668,1
3715,711,1
3715,724,1
3715,664,1
3715,658,0
3715,572,0
3715,119,1
3715,53,1
3715,723,1
3715,740,1
3715,438,1
3715,38,1
3715,419,1
3715,139,1
3715,108,1
3715,774,1
3715,696,1
3715,332,1
3715,13,1
3715,280,1
3715,205,1
3715,688,1
3715,777,1
3715,784,0
3715,782,0
3715,673,1
3715,391,1
3715,750,0
3715,654,1
3715,19,1
3715,637,0
3715,619,1
3715,443,1
3715,643,1
3715,663,1
3715,674,1
3715,199,1
3715,22,1
3715,596,1
3715,426,1
3715,650,1
3715,681,1
3715,32,1
3715,113,1
3715,557,1
3715,12,1
3715,614,1
3715,174,1
3715,698,1
3715,23,1
3715,92,1
3715,11,1
3715,714,1
3715,77,1
3715,29,1
3715,554,0
3715,499,1
3715,96,1
3715,710,1
3715,153,1
3715,15,1
3715,657,1
3715,553,1
3715,359,1
3715,634,0
3715,401,1
3715,58,1
3715,435,1
3715,356,0
3715,708,1
3715,131,1
3715,656,1
3715,569,1
3715,642,1
3715,610,0
3715,386,1
3715,377,0
3715,83,1
3715,236,1
3715,104,1
3715,620,1
3715,594,1
3715,745,1
3715,177,1
3715,567,1
3715,715,1
3715,647,1
3715,648,1
3715,699,1
3715,578,1
3715,729,1
3715,739,1
3715,331,1
3715,563,1
3715,672,0
3715,231,1
3715,780,1
3715,2,1
3715,765,1
3715,604,1
3715,752,0
3715,45,1
3715,167,1
3715,703,1
3715,618,1
3715,746,1
3715,771,1
3715,575,1
3715,754,1
3715,702,1
3715,675,1
3715,763,0
3715,624,1
3715,558,1
3715,166,1
3715,50,1
3715,623,1
3715,570,0
3715,701,1
3715,40,1
3715,590,1
3715,10,1
3715,420,1
3715,25,1
3715,338,1
3715,487,1
3715,689,1
3715,733,1
3715,163,1
3715,559,1
3715,581,1
3715,682,1
3715,44,1
3715,534,1
3715,531,1
3715,718,1
3715,778,1
3715,388,1
3715,631,1
3715,390,1
3715,671,1
3715,693,1
3715,97,1
3715,761,0
3715,626,1
3715,661,1
3715,3,1
3715,515,1
3715,434,1
3715,17,1
3715,599,1
3715,704,1
3715,111,1
3715,171,1
3715,770,1
3715,652,1
3715,273,1
3715,513,0
3715,720,1
3715,452,1
3715,4,1
3715,719,1
3715,589,0
3715,517,1
3715,200,1
3715,315,1
3715,290,1
3715,737,1
3715,41,1
3715,666,1
3715,726,1
3715,335,1
3715,33,1
3715,560,1
3715,571,1
3715,608,1
3715,189,1
3715,539,1
3715,160,1
3715,705,0
3715,639,1
3715,7,1
3715,89,1
3715,741,1
3715,39,1
3715,694,1
3715,592,1
3715,82,1
3715,743,1
3715,551,1
3715,292,1
3715,574,0
3715,706,0
3715,577,1
3715,482,1
3715,75,1
3715,749,1
3715,187,1
3715,425,1
3715,712,0
3715,564,1
3715,30,1
3715,470,1
3715,709,1
3715,586,1
3715,609,1
3715,505,1
3715,616,1
3715,547,1
3715,625,1
3715,775,1
3715,582,1
3715,725,0
3715,779,0
3715,734,1
3715,603,1
3715,669,1
3715,753,0
3715,676,1
3715,86,1
3715,653,1
3715,622,1
3715,209,1
3715,217,1
3715,158,1
3715,576,1
3715,630,1
3715,87,1
3715,736,0
3715,615,1
3715,764,1
3715,611,1
3715,424,1
3715,687,1
3715,612,1
3715,627,1
3715,555,1
3715,138,1
3715,584,1
3715,142,1
3715,598,0
3715,649,1
3715,37,1
3715,697,0
3715,9,1
3715,768,1
3715,670,1
3715,731,1
3715,317,1
3715,418,1
3715,164,1
3715,640,0
3715,20,1
3715,762,1
3715,184,1
3715,392,1
3715,748,1
3715,60,1
3715,659,0
3715,692,1
3715,396,1
3715,514,1
3715,464,1
3715,206,1
3715,115,1
3715,14,1
3715,132,1
3715,79,1
3715,679,1
3715,84,1
3715,26,1
3715,27,1
3715,769,1
3715,738,1
3715,149,1
3715,617,1
3715,587,1
3715,767,1
3715,695,1
3715,662,1
3715,760,1
3715,655,1
3715,213,1
3715,759,1
3715,722,1
3715,552,1
3715,462,1
3715,638,1
3715,116,1
3715,755,1
3715,629,1
3715,215,1
3715,203,1
3715,785,0
3715,633,1
3715,758,1
3715,414,1
3715,112,1
3715,607,0
3715,312,1
3715,207,1
3715,556,1
3715,484,1
3715,583,1
3716,566,1
3716,668,1
3716,686,1
3716,7,1
3716,635,1
3716,304,1
3716,816,0
3716,164,1
3716,806,1
3716,533,1
3716,113,1
3716,438,1
3716,198,1
3716,123,1
3716,259,1
3716,464,1
3716,129,1
3716,305,1
3716,790,1
3716,786,1
3716,291,1
3716,794,1
3716,343,1
3716,798,1
3716,127,1
3716,138,1
3716,4,1
3716,355,1
3716,807,1
3716,444,1
3716,805,0
3716,792,1
3716,67,1
3716,797,1
3716,821,1
3716,454,1
3716,828,1
3716,382,1
3716,817,0
3716,826,1
3716,567,1
3716,128,1
3716,89,1
3716,803,1
3716,106,1
3716,170,1
3716,818,1
3716,134,1
3716,466,1
3716,683,0
3716,823,1
3716,732,1
3716,396,1
3716,307,0
3716,5,1
3716,331,1
3716,51,1
3716,812,1
3716,15,1
3716,84,1
3716,18,1
3716,809,0
3716,20,1
3716,814,1
3716,813,0
3716,88,1
3716,808,1
3716,827,1
3716,642,1
3716,74,1
3716,819,1
3716,579,0
3716,825,1
3716,502,1
3716,756,1
3716,206,1
3716,371,1
3716,529,1
3716,614,1
3716,795,1
3716,801,0
3716,465,1
3716,524,1
3716,269,1
3716,703,1
3716,171,1
3716,383,1
3716,317,1
3716,116,1
3716,771,1
3716,811,1
3716,799,1
3716,820,0
3716,38,1
3716,824,1
3716,745,1
3716,457,1
3716,509,1
3716,534,1
3716,547,1
3716,800,1
3716,815,1
3716,418,1
3716,791,1
3716,804,0
3716,802,0
3716,822,1
3716,506,1
3716,810,1
3716,432,1
3717,830,0
3717,174,1
3717,834,1
3717,837,1
3717,832,1
3717,836,1
3717,128,1
3717,9,1
3717,546,1
3717,497,1
3717,176,1
3717,127,1
3717,7,1
3717,486,1
3717,669,1
3717,0,1
3717,835,1
3717,661,1
3717,831,1
3718,150,1
3718,64,1
3718,167,1
3718,644,1
3718,575,1
3718,204,1
3718,9,1
3718,842,1
3718,244,1
3718,783,1
3718,643,1
3718,647,1
3718,578,0
3718,619,1
3718,646,1
3718,573,1
3718,113,1
3718,48,1
3718,849,1
3718,132,1
3718,855,0
3718,84,1
3718,193,1
3718,853,1
3718,26,1
3718,558,1
3718,44,1
3718,702,1
3718,90,1
3718,156,1
3718,154,1
3718,630,1
3718,845,1
3718,127,1
3718,72,1
3718,98,1
3718,836,1
3718,202,1
3718,857,1
3718,856,1
3718,848,1
3718,259,1
3718,605,1
3718,844,1
3718,847,1
3718,587,1
3718,62,1
3718,858,1
3718,767,1
3718,58,1
3718,859,0
3718,155,1
3718,148,1
3718,586,1
3718,540,0
3718,186,1
3718,205,1
3718,841,1
3718,277,1
3718,189,1
3718,166,1
3718,838,0
3718,163,1
3718,718,1
3718,145,1
3718,23,1
3718,622,1
3718,119,1
3718,60,1
3718,300,1
3718,840,1
3718,636,1
3718,843,1
3718,126,1
3718,854,1
3718,319,1
3718,437,1
3718,839,1
3718,741,1
3718,717,1
3718,92,1
3718,218,1
3718,117,1
3718,146,1
3718,97,1
3718,191,1
3718,500,0
3719,862,1
3719,43,1
3719,863,1
3719,263,1
3719,38,1
3719,868,1
3719,864,1
3719,168,1
3719,651,1
3719,51,1
3719,104,1
3719,865,1
3719,244,1
3719,500,1
3719,105,1
3719,866,1
3719,541,1
3719,869,1
3719,317,1
3719,867,1
3720,246,1
3720,926,1
3720,800,1
3720,912,1
3720,23,1
3720,884,0
3720,885,1
3720,274,1
3720,357,1
3720,657,1
3720,175,1
3720,878,1
3720,376,1
3720,517,1
3720,713,1
3720,920,0
3720,534,1
3720,866,1
3720,127,1
3720,876,1
3720,910,1
3720,522,1
3720,179,1
3720,20,1
3720,470,1
3720,107,1
3720,382,1
3720,93,1
3720,860,1
3720,349,1
3720,656,1
3720,586,1
3720,711,1
3720,922,1
3720,251,1
3720,444,1
3720,85,1
3720,259,1
3720,622,1
3720,533,1
3720,881,1
3720,897,1
3720,892,1
3720,901,1
3720,445,1
3720,92,1
3720,914,1
3720,67,1
3720,117,1
3720,921,1
3720,290,1
3720,541,1
3720,507,1
3720,872,1
3720,255,1
3720,463,1
3720,690,1
3720,72,1
3720,137,1
3720,113,1
3720,523,1
3720,104,1
3720,909,1
3720,149,1
3720,919,1
3720,894,1
3720,889,1
3720,305,1
3720,875,1
3720,916,1
3720,452,1
3720,899,1
3720,68,1
3720,186,1
3720,327,1
3720,788,1
3720,917,1
3720,372,1
3720,59,1
3720,915,1
3720,155,1
3720,524,1
3720,518,1
3720,911,1
3720,850,1
3720,893,1
3720,685,0
3720,406,1
3720,226,1
3720,38,1
3720,166,1
3720,171,1
3720,263,1
3720,390,1
3720,151,1
3720,925,1
3720,478,1
3720,905,1
3720,825,1
3720,729,1
3720,185,1
3720,918,1
3720,122,1
3720,873,1
3720,124,1
3720,160,1
3720,292,1
3720,887,1
3720,462,1
3720,240,1
3720,913,1
3720,187,1
3720,571,1
3720,732,1
3720,387,1
3720,793,1
3720,167,1
3720,923,1
3720,164,1
3720,902,0
3720,83,1
3720,514,1
3720,883,1
3720,593,1
3720,178,1
3720,343,1
3720,908,1
3720,3,1
3720,731,1
3720,907,0
3720,521,1
3720,880,1
3720,316,1
3720,368,1
3720,871,1
3720,184,1
3720,64,1
3720,520,1
3720,189,1
3720,398,0
3720,0,1
3720,242,1
3720,231,1
3720,567,1
3720,163,1
3720,519,1
3720,890,1
3720,168,1
3720,886,1
3720,94,1
3720,870,1
3720,44,1
3720,877,1
3720,374,1
3720,924,0
3720,202,1
3720,324,1
3720,48,1
3720,78,1
3720,456,0
3720,530,1
3721,933,1
3721,870,1
3721,931,1
3721,231,1
3721,881,1
3721,934,1
3721,940,1
3721,862,1
3721,278,1
3721,352,1
3721,930,1
3721,438,1
3721,585,1
3721,936,1
3721,875,1
3721,923,1
3721,512,1
3721,937,1
3721,939,1
3721,416,1
3721,942,1
3721,927,1
3721,941,1
3721,943,1
3721,733,1
3721,938,1
3721,287,1
3721,944,1
3722,965,0
3722,663,1
3722,959,0
3722,315,1
3722,859,0
3722,75,1
3722,167,1
3722,1003,1
3722,954,1
3722,989,1
3722,113,1
3722,676,1
3722,465,1
3722,528,1
3722,10,1
3722,783,1
3722,149,1
3722,290,1
3722,277,1
3722,998,1
3722,1016,1
3722,946,1
3722,171,1
3722,275,1
3722,387,1
3722,259,1
3722,972,0
3722,50,1
3722,957,1
3722,90,1
3722,991,0
3722,533,1
3722,77,1
3722,983,0
3722,338,1
3722,104,1
3722,124,1
3722,85,1
3722,251,1
3722,359,1
3722,994,1
3722,160,1
3722,980,1
3722,211,1
3722,1005,1
3722,603,1
3722,646,1
3722,853,1
3722,1002,0
3722,961,1
3722,59,1
3722,209,1
3722,628,0
3722,960,1
3722,1001,1
3722,372,1
3722,896,1
3722,955,1
3722,655,1
3722,949,1
3722,748,1
3722,1007,1
3722,1009,1
3722,1006,0
3722,214,1
3722,1011,1
3722,1000,1
3722,155,1
3722,156,1
3722,996,1
3722,737,1
3722,733,1
3722,381,1
3722,977,0
3722,123,1
3722,144,1
3722,995,0
3722,293,1
3722,1010,1
3722,351,1
3722,62,1
3722,981,0
3722,1018,1
3722,833,1
3722,348,1
3722,643,1
3722,1008,1
3722,134,1
3722,217,1
3722,586,1
3722,349,1
3722,724,1
3722,847,1
3722,662,1
3722,1017,1
3722,999,1
3722,78,1
3722,151,1
3722,951,1
3722,67,1
3722,132,1
3722,964,1
3722,531,1
3722,237,1
3722,858,1
3722,141,1
3722,956,0
3722,945,1
3722,611,1
3722,38,1
3722,986,0
3722,754,1
3722,743,1
3722,974,1
3722,26,1
3722,322,1
3722,22,1
3722,1013,1
3722,666,1
3722,515,1
3722,523,1
3722,519,1
3722,864,1
3722,958,1
3722,467,1
3722,110,1
3722,0,1
3722,21,1
3722,92,1
3722,479,1
3722,44,1
3722,967,1
3722,979,1
3722,591,1
3722,714,1
3722,431,1
3722,240,1
3722,324,1
3722,947,1
3722,468,1
3722,968,1
3722,767,1
3722,1012,0
3722,117,1
3722,992,0
3722,970,1
3722,128,1
3722,4,1
3722,990,1
3722,963,0
3722,68,1
3722,97,1
3722,112,1
3722,246,1
3722,64,1
3722,948,1
3722,978,0
3722,280,1
3722,544,1
3722,975,1
3722,982,1
3722,493,1
3722,116,1
3722,520,1
3722,525,1
3722,288,1
3722,284,1
3722,1015,1
3722,917,0
3723,920,0
3723,127,1
3723,734,1
3723,714,1
3723,1030,1
3723,160,1
3723,218,1
3723,1085,1
3723,187,1
3723,1065,0
3723,767,1
3723,1024,1
3723,1095,1
3723,197,1
3723,467,1
3723,8,1
3723,42,1
3723,1089,0
3723,37,1
3723,84,1
3723,1016,1
3723,416,1
3723,337,0
3723,1025,1
3723,770,1
3723,323,1
3723,237,1
3723,1073,1
3723,728,1
3723,30,1
3723,259,1
3723,1069,1
3723,682,1
3723,435,1
3723,1101,1
3723,884,1
3723,191,1
3723,921,1
3723,186,1
3723,110,1
3723,49,1
3723,848,1
3723,118,1
3723,202,1
3723,558,1
3723,336,1
3723,749,0
3723,68,1
3723,462,1
3723,1045,1
3723,678,1
3723,93,1
3723,123,1
3723,153,1
3723,1046,1
3723,214,1
3723,1061,1
3723,207,1
3723,929,1
3723,1022,1
3723,845,1
3723,596,1
3723,622,1
3723,1035,1
3723,125,1
3723,193,1
3723,1052,0
3723,891,1
3723,213,1
3723,1098,1
3723,62,1
3723,406,1
3723,1039,0
3723,1075,1
3723,222,1
3723,9,1
3723,438,1
3723,733,1
3723,1086,1
3723,1054,1
3723,79,1
3723,1084,1
3723,893,0
3723,580,1
3723,591,1
3723,246,1
3723,1032,0
3723,40,1
3723,1097,0
3723,83,1
3723,484,1
3723,731,1
3723,155,1
3723,857,1
3723,846,0
3723,673,1
3723,740,1
3723,836,1
3723,34,1
3723,381,1
3723,23,1
3723,1027,1
3723,60,1
3723,343,1
3723,1090,1
3723,188,1
3723,1074,0
3723,1064,0
3723,566,1
3723,470,1
3723,242,1
3723,53,1
3723,1107,1
3723,27,1
3723,1109,1
3723,1044,1
3723,1057,1
3723,1033,1
3723,1042,1
3723,59,1
3723,52,1
3723,671,1
3723,1071,1
3723,148,1
3723,854,0
3723,1011,1
3723,1048,0
3723,858,1
3723,531,1
3723,44,1
3723,588,1
3723,1034,1
3723,1020,1
3723,196,1
3723,792,1
3723,923,1
3723,651,1
3723,590,1
3723,896,1
3723,794,0
3723,1072,1
3723,217,1
3723,1105,1
3723,656,1
3723,775,1
3723,26,1
3723,1070,1
3723,75,1
3723,587,1
3723,283,1
3723,796,0
3723,216,1
3723,474,1
3723,57,1
3723,97,1
3723,719,1
3723,92,1
3723,1059,0
3723,412,1
3723,156,1
3723,91,1
3723,317,1
3723,495,1
3723,1019,1
3723,316,1
3723,166,1
3723,1081,1
3723,1083,1
3723,754,1
3723,390,1
3723,25,1
3723,353,0
3723,465,1
3723,1031,0
3723,1102,1
3723,575,1
3723,139,1
3723,1037,1
3723,46,1
3723,5,1
3723,922,1
3723,1096,0
3723,700,1
3723,720,1
3723,541,1
3723,1068,1
3723,1026,1
3723,628,1
3723,163,1
3723,577,1
3723,103,1
3723,205,1
3723,1051,1
3723,287,1
3723,130,1
3723,1050,1
3723,1088,1
3723,1093,1
3723,1082,0
3723,58,1
3723,208,1
3723,1066,1
3723,842,1
3723,1094,1
3723,612,1
3723,1063,1
3723,1091,1
3723,593,1
3723,164,1
3723,1106,1
3723,0,1
3723,1087,0
3723,1047,1
3723,189,1
3723,468,1
3723,624,1
3723,569,1
3723,741,1
3723,104,1
3723,303,0
3723,47,1
3723,389,1
3723,1062,1
3723,666,1
3723,364,1
3723,284,0
3723,200,1
3723,1023,0
3723,1077,0
3723,72,1
3723,1021,0
3723,1041,1
3723,45,1
3723,17,1
3723,609,1
3723,1056,0
3723,1100,0
3723,33,1
3723,1080,1
3723,608,1
3723,168,1
3723,244,1
3723,1055,0
3723,950,0
3724,22,1
3724,538,1
3724,586,1
3724,1154,1
3724,1134,1
3724,608,1
3724,756,1
3724,1071,1
3724,1143,0
3724,1141,1
3724,23,1
3724,884,1
3724,911,1
3724,293,1
3724,216,1
3724,612,1
3724,873,1
3724,4,1
3724,263,1
3724,1136,0
3724,435,1
3724,218,1
3724,643,1
3724,1138,1
3724,117,1
3724,16,1
3724,505,1
3724,1128,1
3724,619,1
3724,440,1
3724,584,1
3724,1008,1
3724,1133,1
3724,92,1
3724,381,1
3724,120,1
3724,1122,0
3724,438,1
3724,580,1
3724,60,1
3724,417,1
3724,1124,0
3724,58,1
3724,994,1
3724,1057,1
3724,198,1
3724,13,1
3724,315,1
3724,147,1
3724,163,1
3724,38,1
3724,528,1
3724,431,1
3724,26,1
3724,1146,0
3724,1004,1
3724,1068,1
3724,209,1
3724,41,1
3724,432,1
3724,755,1
3724,189,1
3724,1047,1
3724,155,1
3724,277,1
3724,214,1
3724,1157,1
3724,1080,1
3724,186,1
3724,352,1
3724,590,1
3724,146,1
3724,1153,1
3724,33,1
3724,711,1
3724,1120,1
3724,251,1
3724,632,1
3724,688,1
3724,96,1
3724,124,1
3724,243,1
3724,104,1
3724,65,1
3724,728,1
3724,1040,1
3724,217,1
3724,635,1
3724,1150,1
3724,732,1
3724,754,1
3724,780,1
3724,1147,0
3724,128,1
3724,740,1
3724,1022,1
3724,242,1
3724,1161,0
3724,975,1
3724,930,0
3724,748,1
3724,1111,1
3724,231,1
3724,1142,1
3724,9,1
3724,1149,1
3724,1041,1
3724,50,1
3724,376,1
3724,97,1
3724,468,1
3724,931,1
3724,1123,0
3724,996,1
3724,84,1
3724,932,1
3724,869,1
3724,21,1
3724,515,1
3724,1131,1
3724,48,1
3724,349,1
3724,762,1
3724,319,1
3724,609,1
3724,264,1
3724,1139,1
3724,895,1
3724,171,1
3724,541,1
3724,0,1
3724,113,1
3724,137,1
3724,843,1
3724,517,1
3724,587,1
3724,1121,1
3724,970,1
3724,594,1
3724,949,1
3724,1130,1
3724,5,1
3724,175,1
3724,148,1
3724,1132,1
3724,1116,1
3724,1135,1
3724,132,1
3724,40,1
3724,94,1
3724,1003,1
3724,733,1
3724,46,1
3724,116,1
3724,554,0
3724,923,1
3724,600,1
3724,1114,1
3724,741,1
3724,210,1
3724,646,1
3724,8,1
3724,268,1
3724,1151,1
3724,939,1
3724,669,1
3724,10,1
3724,641,1
3724,1140,0
3724,512,1
3724,644,1
3724,1125,1
3724,713,1
3724,131,1
3724,493,1
3724,469,0
3724,547,1
